Team,Match Played,Players,Batsman Runs,Balls,Fours,Sixes,Strike Rate,Over,Bowler Balls,Maiden,Bowler Runs,Wickets,Economy Rate,Catches,Run Out,50s,100s,Vs,Times Out
Mumbai Indians,1,Rohit Sharma,19,15,1,1,126.67,0.0,0,0,0,0,0.0,0,0,0,0,RCB,Yes
Mumbai Indians,1,Chris Lynn,49,35,4,3,140.0,0.0,0,0,0,0,0.0,2,0,0,0,RCB,Yes
Mumbai Indians,1,Suryakumar Yadav,31,23,4,1,134.78,0.0,0,0,0,0,0.0,0,0,0,0,RCB,Yes
Mumbai Indians,1,Ishan Kishan,28,19,2,1,147.37,0.0,0,0,0,0,0.0,0,0,0,0,RCB,Yes
Mumbai Indians,1,Hardik Pandya,13,10,2,0,130.0,0.0,0,0,0,0,0.0,0,0,0,0,RCB,Yes
Mumbai Indians,1,Kieron Pollard,7,9,1,0,77.78,0.0,0,0,0,0,0.0,0,0,0,0,RCB,Yes
Mumbai Indians,1,Krunal Pandya,7,7,1,0,100.0,4.0,24,0,25,1,6.3,1,1,0,0,RCB,Yes
Mumbai Indians,1,Marco Jansen,0,2,0,0,0.0,4.0,24,0,28,2,7.0,0,0,0,0,RCB,Yes
Mumbai Indians,1,Rahul Chahar,0,0,0,0,0.0,4.0,24,0,43,0,10.8,1,0,0,0,RCB,Yes
Mumbai Indians,1,Jasprit Bumrah,1,2,0,0,50.0,4.0,24,0,26,2,6.5,0,1,0,0,RCB,No
Mumbai Indians,1,Trent Boult,0,0,0,0,0.0,4.0,24,0,36,1,9.0,0,0,0,0,RCB,No
Royal Challengers Banglore,1,Washington Sundar,10,16,0,0,62.5,1.0,6,0,7,1,7.0,2,0,0,0,MI,Yes
Royal Challengers Banglore,1,Virat Kohli,33,29,4,0,113.79,0.0,0,0,0,0,0.0,0,2,0,0,MI,Yes
Royal Challengers Banglore,1,Rajat Patidar,8,8,1,0,100.0,0.0,0,0,0,0,0.0,0,0,0,0,MI,Yes
Royal Challengers Banglore,1,Glenn Maxwell,39,28,3,2,139.29,0.0,0,0,0,0,0.0,0,0,0,0,MI,Yes
Royal Challengers Banglore,1,AB de Villiers,48,27,4,2,177.78,0.0,0,0,0,0,0.0,1,0,0,0,MI,Yes
Royal Challengers Banglore,1,Shahbaz Ahmed,1,2,0,0,50.0,1.0,6,0,14,0,14.0,0,0,0,0,MI,Yes
Royal Challengers Banglore,1,Daniel Christian,1,3,0,0,33.33,2.0,12,0,21,0,10.5,1,0,0,0,MI,Yes
Royal Challengers Banglore,1,Kyle Jamieson,4,4,0,0,100.0,4.0,24,0,27,1,6.8,0,0,0,0,MI,Yes
Royal Challengers Banglore,1,Harshal Patel,4,3,0,0,133.33,4.0,24,0,27,5,6.8,0,0,0,0,MI,No
Royal Challengers Banglore,1,Mohammed Siraj,0,1,0,0,0.0,4.0,24,0,22,0,5.5,0,0,0,0,MI,No
Royal Challengers Banglore,1,Yuzvendra Chahal,0,0,0,0,0.0,4.0,24,0,41,0,10.3,0,0,0,0,MI,No
Chennai Super Kings,1,Rituraj Gaikwad,5,8,1,0,62.5,0.0,0,0,0,0,0.0,0,0,0,0,DC,Yes
Chennai Super Kings,1,du Plessis,0,3,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,DC,Yes
Chennai Super Kings,1,Moeen Ali,36,24,4,2,150.0,3.0,18,0,33,0,11.0,1,0,0,0,DC,Yes
Chennai Super Kings,1,Suresh Raina,54,36,3,4,150.0,0.0,0,0,0,0,0.0,0,0,1,0,DC,Yes
Chennai Super Kings,1,Ambati Rayudu,23,16,1,2,143.75,0.0,0,0,0,0,0.0,0,0,0,0,DC,Yes
Chennai Super Kings,1,Ravindra Jadeja,26,17,3,0,152.94,2.0,12,0,16,0,8.0,0,0,0,0,DC,Yes
Chennai Super Kings,1,Dhoni,0,2,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,DC,Yes
Chennai Super Kings,1,Sam Curran,34,15,4,2,226.67,2.0,12,0,24,0,12.0,1,0,0,0,DC,Yes
Chennai Super Kings,1,DJ Bravo,0,0,0,0,0.0,4.0,24,0,28,1,7.0,0,0,0,0,DC,No
Chennai Super Kings,1,Shardul Thakur,0,0,0,0,0.0,3.4,22,0,53,2,14.5,0,0,0,0,DC,No
Chennai Super Kings,1,Deepak Chahar,0,0,0,0,0.0,4.0,24,0,36,0,9.0,0,0,0,0,DC,No
Delhi Capitals,1,Prithvi Shaw,72,38,9,3,189.47,0.0,0,0,0,0,0.0,0,0,1,0,CSK,Yes
Delhi Capitals,1,Shikhar Dhawan,85,54,10,2,157.41,0.0,0,0,0,0,0.0,3,0,1,0,CSK,Yes
Delhi Capitals,1,Rishabh Pant,15,12,2,0,125.0,0.0,0,0,0,0,0.0,0,0,0,0,CSK,No
Delhi Capitals,1,Marcus Stoinis,14,9,3,0,155.56,2.0,12,0,26,0,13.0,0,0,0,0,CSK,Yes
Delhi Capitals,1,Shimron Hetymer,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,CSK,No
Delhi Capitals,1,Ajinkya Rahane,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,CSK,No
Delhi Capitals,1,Chris Woakes,0,0,0,0,0.0,3.0,18,0,18,2,6.0,0,1,0,0,CSK,No
Delhi Capitals,1,Ravi Ashwin,0,0,0,0,0.0,4.0,24,0,47,1,11.8,0,0,0,0,CSK,No
Delhi Capitals,1,Tom Curran,0,0,0,0,0.0,4.0,24,0,40,1,10.0,0,0,0,0,CSK,No
Delhi Capitals,1,Amit Mishra,0,0,0,0,0.0,3.0,18,0,27,0,9.0,0,0,0,0,CSK,No
Delhi Capitals,1,Avesh Khan,0,0,0,0,0.0,4.0,24,0,23,2,5.8,0,0,0,0,CSK,No
Kolkata Knight Riders,1,Nitish Rana,80,56,9,4,142.86,0.0,0,0,0,0,0.0,1,0,1,0,SRH,Yes
Kolkata Knight Riders,1,Shubman Gill,15,13,1,1,115.38,0.0,0,0,0,0,0.0,0,0,0,0,SRH,Yes
Kolkata Knight Riders,1,Rahul Tripathi,53,29,5,2,182.76,0.0,0,0,0,0,0.0,0,0,1,0,SRH,Yes
Kolkata Knight Riders,1,Andre Russell,5,5,1,0,100.0,3.0,18,0,32,1,10.7,0,0,0,0,SRH,Yes
Kolkata Knight Riders,1,Eoin Morgan,2,3,0,0,66.67,0.0,0,0,0,0,0.0,2,0,0,0,SRH,Yes
Kolkata Knight Riders,1,Dinesh Karthik,22,9,2,1,244.44,0.0,0,0,0,0,0.0,1,0,0,0,SRH,No
Kolkata Knight Riders,1,Shakib Al Hasan,3,5,0,0,60.0,4.0,24,0,34,1,8.5,0,0,0,0,SRH,Yes
Kolkata Knight Riders,1,Pat Cummins,0,0,0,0,0.0,4.0,24,0,30,1,7.5,0,0,0,0,SRH,No
Kolkata Knight Riders,1,Harbhajan Singh,0,0,0,0,0.0,1.0,6,0,8,0,8.0,0,0,0,0,SRH,No
Kolkata Knight Riders,1,Prasidh Krishna,0,0,0,0,0.0,4.0,24,0,35,2,8.8,0,0,0,0,SRH,No
Kolkata Knight Riders,1,Varun Chakravarthy,0,0,0,0,0.0,4.0,24,0,36,0,9.0,0,0,0,0,SRH,No
Sunrisers Hyderabad,1,Wriddhiman Saha,7,6,0,1,116.67,0.0,0,0,0,0,0.0,1,0,0,0,KKR,Yes
Sunrisers Hyderabad,1,David Warner,3,4,0,0,75.0,0.0,0,0,0,0,0.0,0,0,0,0,KKR,Yes
Sunrisers Hyderabad,1,Manish Pandey,61,44,2,3,138.64,0.0,0,0,0,0,0.0,1,0,1,0,KKR,No
Sunrisers Hyderabad,1,Jonny Bairstow,55,40,5,3,137.5,0.0,0,0,0,0,0.0,0,0,1,0,KKR,Yes
Sunrisers Hyderabad,1,Mohammad Nabi,14,11,2,0,127.27,4.0,24,0,32,2,8.0,0,0,0,0,KKR,Yes
Sunrisers Hyderabad,1,Vijay Shankar,11,7,0,1,157.14,1.0,6,0,14,0,14.0,1,0,0,0,KKR,Yes
Sunrisers Hyderabad,1,Abdul Samad,19,8,0,2,237.5,0.0,0,0,0,0,0.0,2,0,0,0,KKR,No
Sunrisers Hyderabad,1,Rashid Khan,0,0,0,0,0.0,4.0,24,0,24,2,6.0,0,0,0,0,KKR,No
Sunrisers Hyderabad,1,Bhuvneshwar Kumar,0,0,0,0,0.0,4.0,24,0,45,1,11.2,0,0,0,0,KKR,No
Sunrisers Hyderabad,1,T Natarjan,0,0,0,0,0.0,4.0,24,0,37,1,9.2,0,0,0,0,KKR,No
Sunrisers Hyderabad,1,Sandeeep Sharma,0,0,0,0,0.0,3.0,18,0,35,0,11.7,0,0,0,0,KKR,No
Punjab Kings,1,KL Rahul,91,50,7,5,182.0,0.0,0,0,0,0,0.0,2,0,1,0,RR,Yes
Punjab Kings,1,Mayank Agarwal,14,9,2,0,155.56,0.0,0,0,0,0,0.0,0,0,0,0,RR,Yes
Punjab Kings,1,Chris Gayle,40,28,4,2,142.86,0.0,0,0,0,0,0.0,0,0,0,0,RR,Yes
Punjab Kings,1,Deepak Hooda,64,28,4,6,228.57,0.0,0,0,0,0,0.0,2,0,1,0,RR,Yes
Punjab Kings,1,Nicholas Pooran,0,1,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,RR,Yes
Punjab Kings,1,Shahrukh Khan,6,4,1,0,150.0,0.0,0,0,0,0,0.0,0,0,0,0,RR,No
Punjab Kings,1,Jhye Richardson,0,2,0,0,0.0,4.0,24,0,55,1,13.8,0,0,0,0,RR,Yes
