Team,Match Played,Players,Batsman Runs,Balls,Fours,Sixes,Strike Rate,Over,Bowler Balls,Maiden,Bowler Runs,Wickets,Economy Rate,Catches,Run Out,50s,100s,Vs,Times Out
Mumbai Indians,1,Rohit Sharma,19,15,1,1,126.67,0.0,0,0,0,0.0,0.0,0,0,0,0,RCB,Yes
Mumbai Indians,1,Chris Lynn,49,35,4,3,140.0,0.0,0,0,0,0.0,0.0,2,0,0,0,RCB,Yes
Mumbai Indians,1,Suryakumar Yadav,31,23,4,1,134.78,0.0,0,0,0,0.0,0.0,0,0,0,0,RCB,Yes
Mumbai Indians,1,Ishan Kishan,28,19,2,1,147.37,0.0,0,0,0,0.0,0.0,0,0,0,0,RCB,Yes
Mumbai Indians,1,Hardik Pandya,13,10,2,0,130.0,0.0,0,0,0,0.0,0.0,0,0,0,0,RCB,Yes
Mumbai Indians,1,Kieron Pollard,7,9,1,0,77.78,0.0,0,0,0,0.0,0.0,0,0,0,0,RCB,Yes
Mumbai Indians,1,Krunal Pandya,7,7,1,0,100.0,4.0,24,0,25,1.0,6.3,1,1,0,0,RCB,Yes
Mumbai Indians,1,Marco Jansen,0,2,0,0,0.0,4.0,24,0,28,2.0,7.0,0,0,0,0,RCB,Yes
Mumbai Indians,1,Rahul Chahar,0,0,0,0,0.0,4.0,24,0,43,0.0,10.8,1,0,0,0,RCB,Yes
Mumbai Indians,1,Jasprit Bumrah,1,2,0,0,50.0,4.0,24,0,26,2.0,6.5,0,1,0,0,RCB,No
Mumbai Indians,1,Trent Boult,0,0,0,0,0.0,4.0,24,0,36,1.0,9.0,0,0,0,0,RCB,No
Royal Challengers Banglore,1,Washington Sundar,10,16,0,0,62.5,1.0,6,0,7,1.0,7.0,2,0,0,0,MI,Yes
Royal Challengers Banglore,1,Virat Kohli,33,29,4,0,113.79,0.0,0,0,0,0.0,0.0,0,2,0,0,MI,Yes
Royal Challengers Banglore,1,Rajat Patidar,8,8,1,0,100.0,0.0,0,0,0,0.0,0.0,0,0,0,0,MI,Yes
Royal Challengers Banglore,1,Glenn Maxwell,39,28,3,2,139.29,0.0,0,0,0,0.0,0.0,0,0,0,0,MI,Yes
Royal Challengers Banglore,1,AB de Villiers,48,27,4,2,177.78,0.0,0,0,0,0.0,0.0,1,0,0,0,MI,Yes
Royal Challengers Banglore,1,Shahbaz Ahmed,1,2,0,0,50.0,1.0,6,0,14,0.0,14.0,0,0,0,0,MI,Yes
Royal Challengers Banglore,1,Daniel Christian,1,3,0,0,33.33,2.0,12,0,21,0.0,10.5,1,0,0,0,MI,Yes
Royal Challengers Banglore,1,Kyle Jamieson,4,4,0,0,100.0,4.0,24,0,27,1.0,6.8,0,0,0,0,MI,Yes
Royal Challengers Banglore,1,Harshal Patel,4,3,0,0,133.33,4.0,24,0,27,5.0,6.8,0,0,0,0,MI,No
Royal Challengers Banglore,1,Mohammed Siraj,0,1,0,0,0.0,4.0,24,0,22,0.0,5.5,0,0,0,0,MI,No
Royal Challengers Banglore,1,Yuzvendra Chahal,0,0,0,0,0.0,4.0,24,0,41,0.0,10.3,0,0,0,0,MI,No
Royal Challengers Banglore,1,Devdutt Padikkal,25,28,2,0,89.29,0.0,0,0,0,0.0,0.0,1,0,0,0,KKR,Yes
Royal Challengers Banglore,1,Virat Kohli,5,6,1,0,83.33,0.0,0,0,0,0.0,0.0,1,0,0,0,KKR,Yes
Royal Challengers Banglore,1,Rajat Patidar,1,2,0,0,50.0,0.0,0,0,0,0.0,0.0,0,0,0,0,KKR,Yes
Royal Challengers Banglore,1,Glenn Maxwell,78,49,9,3,159.18,2.0,12,0,24,0.0,12.0,0,0,1,0,KKR,Yes
Royal Challengers Banglore,1,AB de Villiers,76,34,9,3,223.53,0.0,0,0,0,0.0,0.0,1,0,1,0,KKR,No
Royal Challengers Banglore,1,Kyle Jamieson,11,4,1,1,275.0,3.0,18,0,41,3.0,13.7,0,0,0,0,KKR,No
Royal Challengers Banglore,1,Washington Sundar,0,0,0,0,0.0,4.0,24,0,33,1.0,8.3,0,0,0,0,KKR,No
Royal Challengers Banglore,1,Shahbaz Ahmed,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,KKR,No
Royal Challengers Banglore,1,Harshal Patel,0,0,0,0,0.0,4.0,24,0,17,2.0,4.3,0,0,0,0,KKR,No
Royal Challengers Banglore,1,Mohammed Siraj,0,0,0,0,0.0,3.0,18,0,17,0.0,0.0,1,0,0,0,KKR,No
Royal Challengers Banglore,1,Yuzvendra Chahal,0,0,0,0,0.0,4.0,24,0,34,2.0,8.5,0,0,0,0,KKR,No
Royal Challengers Banglore,0,Daniel Christian,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,0,0,0,KKR,No
Kolkata Knight Riders,1,Nitish Rana,18,11,2,1,163.64,0.0,0,0,0,0.0,0.0,0,0,0,0,RCB,Yes
Kolkata Knight Riders,1,Shubman Gill,21,9,2,2,233.33,0.0,0,0,0,0.0,0.0,0,0,0,0,RCB,Yes
Kolkata Knight Riders,1,Rahul Tripathi,25,20,5,0,125.0,0.0,0,0,0,0.0,0.0,2,0,0,0,RCB,Yes
Kolkata Knight Riders,1,Andre Russell,31,20,3,2,155.0,2.0,12,0,38,0.0,19.0,0,0,0,0,RCB,Yes
Kolkata Knight Riders,1,Eoin Morgan,29,23,1,2,126.09,0.0,0,0,0,0.0,0.0,0,0,0,0,RCB,Yes
Kolkata Knight Riders,1,Dinesh Karthik,2,5,0,0,40.0,0.0,0,0,0,0.0,0.0,0,0,0,0,RCB,Yes
Kolkata Knight Riders,1,Shakib Al Hasan,26,25,1,1,104.0,2.0,12,0,24,0.0,12.0,0,0,0,0,RCB,Yes
Kolkata Knight Riders,1,Pat Cummins,6,2,0,1,300.0,4.0,24,0,34,1.0,8.5,0,0,0,0,RCB,Yes
Kolkata Knight Riders,1,Harbhajan Singh,2,2,0,0,100.0,4.0,24,0,38,0.0,9.5,1,0,0,0,RCB,No
Kolkata Knight Riders,1,Prasidh Krishna,0,0,0,0,0.0,4.0,24,0,31,1.0,7.75,0,0,0,0,RCB,No
Kolkata Knight Riders,1,Varun Chakravarthy,2,3,0,0,66.67,4.0,24,0,39,2.0,9.75,0,0,0,0,RCB,No
Punjab Kings,1,KL Rahul,61,51,7,2,119.61,0.0,0,0,0,0.0,0.0,0,0,1,0,DC,Yes
Punjab Kings,1,Mayank Agarwal,69,36,7,4,191.67,0.0,0,0,0,0.0,0.0,0,0,1,0,DC,Yes
Punjab Kings,1,Chris Gayle,11,9,0,1,122.22,0.0,0,0,0,0.0,0.0,1,0,0,0,DC,Yes
Punjab Kings,1,Deepak Hooda,22,13,0,2,169.23,2.0,12,0,18,0.0,9.0,1,0,0,0,DC,No
Punjab Kings,1,Nicholas Pooran,9,8,1,0,112.5,0.0,0,0,0,0.0,0.0,0,0,0,0,DC,Yes
Punjab Kings,1,Shahrukh Khan,15,5,2,1,300.0,0.0,0,0,0,0.0,0.0,0,0,0,0,DC,No
Punjab Kings,1,Jhye Richardson,0,0,0,0,0.0,4.0,24,0,41,2.0,10.25,1,0,0,0,DC,No
Punjab Kings,1,Jalaj Saxena,0,0,0,0,0.0,3.0,18,0,27,0.0,9.0,0,0,0,0,DC,No
Punjab Kings,1,Riley Meredith,0,0,0,0,0.0,2.2,14,0,35,1.0,15.91,0,0,0,0,DC,No
Punjab Kings,1,Mohammed Shami,0,0,0,0,0.0,4.0,24,0,53,0.0,13.25,0,0,0,0,DC,No
Punjab Kings,1,Arshdeep Singh,0,0,0,0,0.0,3.0,18,0,22,1.0,7.33,0,0,0,0,DC,No
Delhi Capitals,1,Prithvi Shaw,32,17,3,2,188.24,0.0,0,0,0,0.0,0.0,0,0,0,0,PBKS,Yes
Delhi Capitals,1,Shikhar Dhawan,92,49,13,2,187.76,0.0,0,0,0,0.0,0.0,1,0,1,0,PBKS,Yes
